id,rectimestamp,sendtimestamp,Delay millisecond,longitude,latitude,altitude,speed,Key star Number,msgCnt,TotalRcvMsgCount,TotalLostMsgCount,AID,Source_Layer2-ID,Dest MAC ID,Priority,Power(dBm),RSSI(dBm),SINR(dB),CBR(%),MCS,RSRP(dBm),EARFCN,Band,TB Size(bit),Modulation,Type,Label,attack_type,SPAT
1074,1.70E+12,1.70E+12,-296.69,116.493495,39.728553,23.1,8.093,51,343.56,,70,3002,2320,3619,8000001,7,8,-107,-80,14,0,5,-107,55140,47,4264,QPSK,normal,SPAT
1075,1.70E+12,1.70E+12,-292.394,116.493494,39.728555,23.1,8.093,51,343.56,,71,3003,2320,3619,8000001,7,8,-106,-78,11,0,5,-106,55140,47,4264,QPSK,normal,SPAT
1076,1.70E+12,1.70E+12,-293.392,116.493493,39.728557,23.1,8.093,51,343.56,,72,3004,2320,3619,8000001,7,8,-105,-78,15,0,5,-105,55140,47,4264,QPSK,normal,SPAT
1077,1.70E+12,1.70E+12,-296.686,116.493493,39.728558,23.1,7.704,51,342.8,,73,3005,2320,3619,8000001,7,8,-104,-77,14,0,5,-104,55140,47,4264,QPSK,normal,SPAT
1078,1.70E+12,1.70E+12,-297.476,116.493492,39.72856,23.1,7.704,51,342.8,,74,3006,2320,3619,8000001,7,8,-104,-77,15,0,5,-104,55140,47,4264,QPSK,normal,SPAT
1079,1.70E+12,1.70E+12,-291.68,116.493492,39.728562,23.1,7.704,51,342.8,,75,3007,2320,3619,8000001,7,8,-103,-76,16,0,5,-103,55140,47,4264,QPSK,normal,SPAT
1080,1.70E+12,1.70E+12,-295.705,116.493491,39.728563,23.2,7.797,50,341.66,,76,3008,2320,3619,8000001,7,8,-104,-77,15,0,5,-104,55140,47,4264,QPSK,normal,SPAT
1081,1.70E+12,1.70E+12,-294.649,116.49349,39.728565,23.2,7.797,50,341.66,,77,3009,2320,3619,8000001,7,8,-105,-78,13,0,5,-105,55140,47,4264,QPSK,normal,SPAT
1082,1.70E+12,1.70E+12,-295.469,116.493489,39.728567,23.2,7.797,50,341.66,3.03E+15,78,3010,2320,3619,8000001,7,8,-105,-78,13,0,5,-105,55140,47,4264,QPSK,normal,SPAT
1083,1.70E+12,1.70E+12,-293.447,116.493489,39.728568,23.2,7.797,50,341.66,,79,3011,2320,3619,8000001,7,8,-104,-77,16,0,5,-104,55140,47,4264,QPSK,normal,SPAT
1084,1.70E+12,1.70E+12,-296.507,116.493488,39.72857,23.2,7.797,50,341.66,,80,3012,2320,3619,8000001,7,8,-103,-76,12,0,5,-103,55140,47,4264,QPSK,normal,SPAT
1085,1.70E+12,1.70E+12,-291.725,116.493487,39.728571,23.2,7.797,50,341.66,,81,3013,2320,3619,8000001,7,8,-104,-77,14,0,5,-104,55140,47,4264,QPSK,normal,SPAT
1086,1.70E+12,1.70E+12,-296.282,116.493487,39.728573,23.1,7.704,51,342.8,,82,3014,2320,3619,8000001,7,8,-104,-76,15,0,5,-104,55140,47,4264,QPSK,normal,SPAT
1087,1.70E+12,1.70E+12,-290.644,116.493486,39.728575,23.1,7.704,51,342.8,,83,3015,2320,3619,8000001,7,8,-103,-76,13,0,5,-103,55140,47,4264,QPSK,normal,SPAT
1088,1.70E+12,1.70E+12,-291.001,116.493485,39.728577,23.1,7.704,51,342.8,,84,3016,2320,3619,8000001,7,8,-103,-75,12,0,5,-103,55140,47,4264,QPSK,normal,SPAT
1089,1.70E+12,1.70E+12,-293.361,116.493484,39.728578,23.1,7.704,51,342.8,797A687523323237,85,3017,2320,3619,8000001,7,8,-104,-76,14,0,5,-104,55140,47,4264,QPSK,normal,SPAT
1090,1.70E+12,1.70E+12,-295.698,116.493483,39.72858,23.2,7.797,50,341.66,,86,3018,2320,3619,8000001,7,8,-103,-75,14,0,5,-103,55140,47,4264,QPSK,normal,SPAT
1091,1.70E+12,1.70E+12,-293.331,116.493483,39.728582,23.3,7.797,52,341.66,,87,3019,2320,3619,8000001,7,8,-103,-75,16,0,5,-103,55140,47,4264,QPSK,normal,SPAT
1092,1.70E+12,1.70E+12,-290.674,116.493481,39.728584,23.2,7.797,50,341.66,3.03E+15,88,3020,2320,3619,8000001,7,8,-102,-75,18,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1093,1.70E+12,1.70E+12,-293.424,116.493481,39.728586,23.3,7.797,52,341.66,,89,3021,2320,3619,8000001,7,8,-102,-74,14,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1094,1.70E+12,1.70E+12,-288.304,116.49348,39.728588,23.2,7.797,50,341.66,,90,3022,2320,3619,8000001,7,8,-101,-74,12,0,5,-101,55140,47,4264,QPSK,normal,SPAT
1095,1.70E+12,1.70E+12,-291.258,116.493479,39.72859,23.2,7.797,50,341.66,,91,3023,2320,3619,8000001,7,8,-101,-74,18,0,5,-101,55140,47,4264,QPSK,normal,SPAT
1096,1.70E+12,1.70E+12,-297.617,116.493478,39.728592,23.2,7.797,50,341.66,,92,3024,2320,3619,8000001,7,8,-101,-74,13,0,5,-101,55140,47,4264,QPSK,normal,SPAT
1097,1.70E+12,1.70E+12,-290.821,116.493477,39.728594,23.2,7.797,50,341.66,,93,3025,2320,3619,8000001,7,8,-103,-76,16,0,5,-103,55140,47,4264,QPSK,normal,SPAT
1098,1.70E+12,1.70E+12,-296.715,116.493477,39.728596,23.3,7.797,52,341.66,797A687523323937,94,3026,2320,3619,8000001,7,8,-102,-75,14,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1099,1.70E+12,1.70E+12,-292.382,116.493476,39.728598,23.2,7.797,50,341.66,,95,3027,2320,3619,8000001,7,8,-102,-74,15,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1100,1.70E+12,1.70E+12,-297.36,116.493475,39.7286,23.3,7.797,52,341.66,,96,3028,2320,3619,8000001,7,8,-101,-73,16,0,5,-101,55140,47,4264,QPSK,normal,SPAT
1101,1.70E+12,1.70E+12,-290.111,116.493474,39.728602,23.2,7.797,52,341.66,,97,3029,2320,3619,8000001,7,8,-102,-74,14,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1102,1.70E+12,1.70E+12,-294.546,116.493474,39.728603,23.2,7.797,52,341.66,3.03E+15,98,3030,2320,3619,8000001,7,8,-101,-73,15,0,5,-101,55140,47,4264,QPSK,normal,SPAT
1103,1.70E+12,1.70E+12,-291.103,116.493473,39.728605,23.2,7.797,52,341.66,,99,3031,2320,3619,8000001,7,8,-102,-74,16,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1104,1.70E+12,1.70E+12,-295.718,116.493472,39.728607,23.3,7.797,52,341.66,,100,3032,2320,3619,8000001,7,8,-101,-74,16,0,5,-101,55140,47,4264,QPSK,normal,SPAT
1105,1.70E+12,1.70E+12,-290.525,116.493471,39.728609,23.2,7.797,52,341.66,,101,3033,2320,3619,8000001,7,8,-103,-75,17,0,5,-103,55140,47,4264,QPSK,normal,SPAT
1106,1.70E+12,1.70E+12,-295.897,116.49347,39.728611,23.2,7.797,52,341.66,,102,3034,2320,3619,8000001,7,8,-102,-75,15,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1107,1.70E+12,1.70E+12,-292.069,116.49347,39.728613,23.3,7.797,52,341.66,,103,3035,2320,3619,8000001,7,8,-102,-75,17,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1108,1.70E+12,1.70E+12,-293.733,116.493469,39.728615,23.3,7.797,52,341.66,,104,3036,2320,3619,8000001,7,8,-101,-73,14,0,5,-101,55140,47,4264,QPSK,normal,SPAT
1109,1.70E+12,1.70E+12,-295.553,116.493468,39.728617,23.2,7.797,52,341.66,797A687523323439,105,3037,2320,3619,8000001,7,8,-103,-76,15,0,5,-103,55140,47,4264,QPSK,normal,SPAT
1110,1.70E+12,1.70E+12,-295.349,116.493467,39.728619,23.3,7.797,52,341.66,,106,3038,2320,3619,8000001,7,8,-100,-73,15,0,5,-100,55140,47,4264,QPSK,normal,SPAT
1111,1.70E+12,1.70E+12,-292.097,116.493466,39.728621,23.2,7.797,52,341.66,,107,3039,2320,3619,8000001,7,8,-101,-73,14,0,5,-101,55140,47,4264,QPSK,normal,SPAT
1112,1.70E+12,1.70E+12,-296.738,116.493465,39.728623,23.1,7.797,52,341.66,,108,3040,2320,3619,8000001,7,8,-101,-73,13,0,5,-101,55140,47,4264,QPSK,normal,SPAT
1113,1.70E+12,1.70E+12,-290.754,116.493464,39.728626,23.2,7.797,52,341.66,797A687523323237,109,3041,2320,3619,8000001,7,8,-100,-73,16,0,5,-100,55140,47,4264,QPSK,normal,SPAT
1114,1.70E+12,1.70E+12,-291.615,116.493463,39.728628,23.1,7.797,52,341.66,,110,3042,2320,3619,8000001,7,8,-102,-74,13,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1115,1.70E+12,1.70E+12,-289.988,116.493463,39.72863,23.2,7.797,52,341.66,797A687523323439,111,3043,2320,3619,8000001,7,8,-101,-74,17,0,5,-101,55140,47,4264,QPSK,normal,SPAT
1116,1.70E+12,1.70E+12,-288.594,116.493461,39.728633,23.1,7.797,52,341.66,,112,3044,2320,3619,8000001,7,8,-102,-74,14,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1117,1.70E+12,1.70E+12,-290.59,116.49346,39.728635,23.2,7.797,52,341.66,,113,3045,2320,3619,8000001,7,8,-102,-75,15,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1118,1.70E+12,1.70E+12,-295.793,116.493459,39.728637,23.2,7.797,52,341.66,,114,3046,2320,3619,8000001,7,8,-101,-74,17,0,5,-101,55140,47,4264,QPSK,normal,SPAT
1119,1.70E+12,1.70E+12,-291.552,116.493459,39.728639,23.1,7.797,52,341.66,,115,3047,2320,3619,8000001,7,8,-102,-74,15,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1120,1.70E+12,1.70E+12,-294.762,116.493458,39.728642,23.1,7.797,52,341.66,,116,3048,2320,3619,8000001,7,8,-102,-74,17,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1121,1.70E+12,1.70E+12,-297.719,116.493457,39.728644,23.2,7.797,52,341.66,797A687523323439,117,3049,2320,3619,8000001,7,8,-102,-74,13,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1122,1.70E+12,1.70E+12,-290.347,116.493456,39.728646,23.1,7.797,52,341.66,797A687523323937,118,3050,2320,3619,8000001,7,8,-102,-74,14,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1123,1.70E+12,1.70E+12,-297.682,116.493455,39.728648,23.1,7.797,52,341.66,,119,3051,2320,3619,8000001,7,8,-103,-75,16,0,5,-103,55140,47,4264,QPSK,normal,SPAT
1124,1.70E+12,1.70E+12,-293.626,116.493454,39.72865,23.2,7.797,52,341.66,,120,3052,2320,3619,8000001,7,8,-102,-74,16,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1125,1.70E+12,1.70E+12,-295.471,116.493453,39.728653,23.1,7.797,52,341.66,,121,3053,2320,3619,8000001,7,8,-102,-75,14,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1126,1.70E+12,1.70E+12,-293.572,116.493452,39.728656,23.1,7.797,52,341.66,,122,3054,2320,3619,8000001,7,8,-101,-74,15,0,5,-101,55140,47,4264,QPSK,normal,SPAT
1127,1.70E+12,1.70E+12,-292.11,116.493451,39.728658,23.2,7.797,52,341.66,,123,3055,2320,3619,8000001,7,8,-101,-73,15,0,5,-101,55140,47,4264,QPSK,normal,SPAT
1128,1.70E+12,1.70E+12,-294.138,116.49345,39.728661,23.2,7.797,52,341.66,,124,3056,2320,3619,8000001,7,8,-102,-75,16,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1129,1.70E+12,1.70E+12,-290.385,116.493449,39.728663,23.2,7.797,52,341.66,,125,3057,2320,3619,8000001,7,8,-102,-74,13,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1130,1.70E+12,1.70E+12,-293.979,116.493447,39.728666,23.2,7.797,52,341.66,,126,3058,2320,3619,8000001,7,8,-103,-75,15,0,5,-103,55140,47,4264,QPSK,normal,SPAT
1131,1.70E+12,1.70E+12,-293.273,116.493447,39.728668,23.2,7.797,52,341.66,,127,3059,2320,3619,8000001,7,8,-103,-75,13,0,5,-103,55140,47,4264,QPSK,normal,SPAT
1132,1.70E+12,1.70E+12,-290,116.493446,39.72867,23.2,9.482,52,342.23,3.03E+15,1,3060,2321,3619,8000001,7,8,-102,-75,16,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1133,1.70E+12,1.70E+12,-291.293,116.493445,39.728672,23.2,9.482,52,342.23,,2,3061,2321,3619,8000001,7,8,-102,-75,16,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1134,1.70E+12,1.70E+12,-289.301,116.493444,39.728674,23.2,9.482,52,342.23,,3,3062,2321,3619,8000001,7,8,-101,-74,14,0,5,-101,55140,47,4264,QPSK,normal,SPAT
1135,1.70E+12,1.70E+12,-290.601,116.493443,39.728677,23.2,9.482,52,342.23,,4,3063,2321,3619,8000001,7,8,-101,-74,16,0,5,-101,55140,47,4264,QPSK,normal,SPAT
1136,1.70E+12,1.70E+12,-291.701,116.493442,39.72868,23.2,7.797,52,341.66,,5,3064,2321,3619,8000001,7,8,-101,-74,16,0,5,-101,55140,47,4264,QPSK,normal,SPAT
1137,1.70E+12,1.70E+12,-296.04,116.493442,39.728682,23.2,9.482,52,342.23,,6,3065,2321,3619,8000001,7,8,-103,-75,15,0,5,-103,55140,47,4264,QPSK,normal,SPAT
1138,1.70E+12,1.70E+12,-290.226,116.493441,39.728684,23.2,7.797,52,341.66,,7,3066,2321,3619,8000001,7,8,-103,-75,16,0,5,-103,55140,47,4264,QPSK,normal,SPAT
1139,1.70E+12,1.70E+12,-291.5,116.49344,39.728686,23.2,9.482,52,342.23,,8,3067,2321,3619,8000001,7,8,-102,-75,16,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1140,1.70E+12,1.70E+12,-291.177,116.493439,39.728689,23.2,9.575,52,344.18,,9,3068,2321,3619,8000001,7,8,-102,-74,16,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1141,1.70E+12,1.70E+12,-296.341,116.493438,39.728692,23.2,9.482,52,342.23,,10,3069,2321,3619,8000001,7,8,-102,-75,16,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1142,1.70E+12,1.70E+12,-291.354,116.493437,39.728694,23.2,9.482,52,342.23,3.03E+15,11,3070,2321,3619,8000001,7,8,-102,-75,16,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1143,1.70E+12,1.70E+12,-297.424,116.493436,39.728697,23.2,9.482,52,342.23,,12,3071,2321,3619,8000001,7,8,-103,-76,17,0,5,-103,55140,47,4264,QPSK,normal,SPAT
1144,1.70E+12,1.70E+12,-289.529,116.493436,39.728698,23.2,9.575,52,344.18,,13,3072,2321,3619,8000001,7,8,-104,-76,13,0,5,-104,55140,47,4264,QPSK,normal,SPAT
1145,1.70E+12,1.70E+12,-291.647,116.493435,39.728701,23.2,9.575,52,344.18,,14,3073,2321,3619,8000001,7,8,-103,-75,16,0,5,-103,55140,47,4264,QPSK,normal,SPAT
1146,1.70E+12,1.70E+12,-294.693,116.493434,39.728704,23.2,9.482,52,342.23,,15,3074,2321,3619,8000001,7,8,-102,-74,16,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1147,1.70E+12,1.70E+12,-296.779,116.493433,39.728705,23.2,9.575,52,344.18,,16,3075,2321,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,normal,SPAT
1148,1.70E+12,1.70E+12,-293.921,116.493432,39.728708,23.2,9.575,52,344.18,,17,3076,2321,3619,8000001,7,8,-105,-77,15,0,5,-105,55140,47,4264,QPSK,normal,SPAT
1149,1.70E+12,1.70E+12,-295.96,116.493432,39.72871,23.2,9.575,52,344.18,,18,3077,2321,3619,8000001,7,8,-102,-75,16,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1150,1.70E+12,1.70E+12,-297.864,116.493432,39.72871,23.2,9.575,52,344.18,,19,3078,2321,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,normal,SPAT
1151,1.70E+12,1.70E+12,-297.317,116.493432,39.72871,23.2,9.501,52,342.21,,20,3079,2321,3619,8000001,7,8,-104,-76,16,0,5,-104,55140,47,4264,QPSK,normal,SPAT
1152,1.70E+12,1.70E+12,-284.897,116.493432,39.72871,23.2,9.575,52,344.18,,21,3080,2321,3619,8000001,7,8,-102,-75,15,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1153,1.70E+12,1.70E+12,-296.148,116.493432,39.72871,23.2,9.575,52,344.18,,22,3081,2321,3619,8000001,7,8,-103,-76,16,0,5,-103,55140,47,4264,QPSK,normal,SPAT
1154,1.70E+12,1.70E+12,-293.238,116.493432,39.72871,23.2,9.501,52,342.21,,23,3082,2321,3619,8000001,7,8,-102,-75,13,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1155,1.70E+12,1.70E+12,-286.303,116.493432,39.72871,23.2,9.575,52,344.18,,24,3083,2321,3619,8000001,7,8,-102,-74,12,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1156,1.70E+12,1.70E+12,-292.542,116.493432,39.72871,23.2,9.575,52,344.18,,25,3084,2321,3619,8000001,7,8,-102,-75,15,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1157,1.70E+12,1.70E+12,-291.81,116.493432,39.72871,23.2,9.575,52,344.18,,26,3085,2321,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,normal,SPAT
1158,1.70E+12,1.70E+12,-295.269,116.493432,39.72871,23.2,9.501,52,342.21,797A687523323439,27,3086,2321,3619,8000001,7,8,-102,-75,15,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1159,1.70E+12,1.70E+12,-291.607,116.493432,39.72871,23.2,9.501,52,342.21,,28,3087,2321,3619,8000001,7,8,-102,-75,13,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1160,1.70E+12,1.70E+12,-293.794,116.493431,39.728711,23.2,9.501,52,342.21,,29,3088,2321,3619,8000001,7,8,-102,-74,13,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1161,1.70E+12,1.70E+12,-296.081,116.49343,39.728715,23.2,8.964,51,342.53,,30,3089,2321,3619,8000001,7,8,-101,-74,14,0,5,-101,55140,47,4264,QPSK,normal,SPAT
1162,1.70E+12,1.70E+12,-284.589,116.493428,39.72872,23.2,8.964,51,342.53,,31,3090,2321,3619,8000001,7,8,-102,-75,15,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1163,1.70E+12,1.70E+12,-292.372,116.493426,39.728725,23.2,9.501,52,342.21,,32,3091,2321,3619,8000001,7,8,-103,-75,16,0,5,-103,55140,47,4264,QPSK,normal,SPAT
1164,1.70E+12,1.70E+12,-292.539,116.493425,39.728728,23.2,9.501,52,342.21,797A687523323439,33,3092,2321,3619,8000001,7,8,-100,-72,14,0,5,-100,55140,47,4264,QPSK,normal,SPAT
1165,1.70E+12,1.70E+12,-296.548,116.493423,39.728733,23.2,8.964,51,342.53,,34,3093,2321,3619,8000001,7,8,-101,-73,16,0,5,-101,55140,47,4264,QPSK,normal,SPAT
1166,1.70E+12,1.70E+12,-291.357,116.493421,39.728738,23.2,9.501,52,342.21,,35,3094,2321,3619,8000001,7,8,-102,-75,15,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1167,1.70E+12,1.70E+12,-291.723,116.49342,39.728742,23.2,9.501,52,342.21,,36,3095,2321,3619,8000001,7,8,-103,-76,15,0,5,-103,55140,47,4264,QPSK,normal,SPAT
1168,1.70E+12,1.70E+12,-293.507,116.493418,39.728747,23.2,9.501,52,342.21,,37,3096,2321,3619,8000001,7,8,-102,-75,16,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1169,1.70E+12,1.70E+12,-295.78,116.493416,39.728752,23.2,9.501,52,342.21,,38,3097,2321,3619,8000001,7,8,-102,-74,16,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1170,1.70E+12,1.70E+12,-293.417,116.493415,39.728755,23.2,8.63,51,344.34,797A687523323439,39,3098,2321,3619,8000001,7,8,-100,-73,16,0,5,-100,55140,47,4264,QPSK,normal,SPAT
1171,1.70E+12,1.70E+12,-295.574,116.493414,39.728757,23.2,8.63,51,344.34,,40,3099,2321,3619,8000001,7,8,-101,-74,15,0,5,-101,55140,47,4264,QPSK,normal,SPAT
1172,1.70E+12,1.70E+12,-291.541,116.493413,39.72876,23.2,8.63,51,344.34,,41,3100,2321,3619,8000001,7,8,-102,-74,15,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1173,1.70E+12,1.70E+12,-296.241,116.493412,39.728762,23.2,8.964,51,342.53,,42,3101,2321,3619,8000001,7,8,-102,-75,15,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1174,1.70E+12,1.70E+12,-290.938,116.493411,39.728764,23.2,8.964,51,342.53,,43,3102,2321,3619,8000001,7,8,-103,-75,14,0,5,-103,55140,47,4264,QPSK,normal,SPAT
1175,1.70E+12,1.70E+12,-287.882,116.49341,39.728767,23.2,8.63,51,344.34,,44,3103,2321,3619,8000001,7,8,-103,-76,15,0,5,-103,55140,47,4264,QPSK,normal,SPAT
1176,1.70E+12,1.70E+12,-291.05,116.49341,39.728769,23.2,8.63,51,344.34,,45,3104,2321,3619,8000001,7,8,-101,-74,16,0,5,-101,55140,47,4264,QPSK,normal,SPAT
1177,1.70E+12,1.70E+12,-288.747,116.493409,39.728771,23.2,8.63,51,344.34,,46,3105,2321,3619,8000001,7,8,-103,-76,15,0,5,-103,55140,47,4264,QPSK,normal,SPAT
1178,1.70E+12,1.70E+12,-291.61,116.493408,39.728773,23.2,8.964,51,342.53,,47,3106,2321,3619,8000001,7,8,-104,-77,14,0,5,-104,55140,47,4264,QPSK,normal,SPAT
1179,1.70E+12,1.70E+12,-295.729,116.493407,39.728776,23.2,8.964,51,342.53,,48,3107,2321,3619,8000001,7,8,-104,-76,15,0,5,-104,55140,47,4264,QPSK,normal,SPAT
1180,1.70E+12,1.70E+12,-292.616,116.493406,39.728778,23.2,8.63,51,344.34,,49,3108,2321,3619,8000001,7,8,-105,-78,11,0,5,-105,55140,47,4264,QPSK,normal,SPAT
1181,1.70E+12,1.70E+12,-295.011,116.493405,39.72878,23.2,8.63,51,344.34,,50,3109,2321,3619,8000001,7,8,-107,-79,11,0,5,-107,55140,47,4264,QPSK,normal,SPAT
1182,1.70E+12,1.70E+12,-290.503,116.493405,39.728782,23.2,8.63,51,344.34,,51,3110,2321,3619,8000001,7,8,-103,-76,14,0,5,-103,55140,47,4264,QPSK,normal,SPAT
1183,1.70E+12,1.70E+12,-295.946,116.493404,39.728784,23.2,8.63,51,344.34,,52,3111,2321,3619,8000001,7,8,-101,-74,16,0,5,-101,55140,47,4264,QPSK,normal,SPAT
1184,1.70E+12,1.70E+12,-290.201,116.493403,39.728785,23.2,8.63,51,344.34,,53,3112,2321,3619,8000001,7,8,-103,-75,14,0,5,-103,55140,47,4264,QPSK,normal,SPAT
1185,1.70E+12,1.70E+12,-295.287,116.493402,39.728788,23.2,8.63,51,344.34,,54,3113,2321,3619,8000001,7,8,-101,-70,-1,0,5,-101,55140,47,4264,QPSK,normal,SPAT
1186,1.70E+12,1.70E+12,-294.052,116.493401,39.72879,23.2,8.63,51,344.34,,55,3114,2321,3619,8000001,7,8,-100,-73,16,0,5,-100,55140,47,4264,QPSK,normal,SPAT
1187,1.70E+12,1.70E+12,-294.294,116.4934,39.728792,23.2,8.63,51,344.34,,56,3115,2321,3619,8000001,7,8,-101,-73,15,0,5,-101,55140,47,4264,QPSK,normal,SPAT
1188,1.70E+12,1.70E+12,-292.442,116.493399,39.728794,23.2,8.63,51,344.34,,57,3116,2321,3619,8000001,7,8,-101,-73,13,0,5,-101,55140,47,4264,QPSK,normal,SPAT
1189,1.70E+12,1.70E+12,-293.843,116.493399,39.728796,23.2,8.63,51,344.34,,58,3117,2321,3619,8000001,7,8,-101,-74,17,0,5,-101,55140,47,4264,QPSK,normal,SPAT
1190,1.70E+12,1.70E+12,-290.129,116.493398,39.728798,23.2,8.63,51,344.34,,59,3118,2321,3619,8000001,7,8,-102,-72,1,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1191,1.70E+12,1.70E+12,-291.103,116.493397,39.7288,23.1,8.63,51,344.34,,60,3119,2321,3619,8000001,7,8,-103,-75,13,0,5,-103,55140,47,4264,QPSK,normal,SPAT
1192,1.70E+12,1.70E+12,-295.349,116.493396,39.728802,23.2,8.63,51,344.34,,61,3120,2321,3619,8000001,7,8,-105,-77,15,0,5,-105,55140,47,4264,QPSK,normal,SPAT
1193,1.70E+12,1.70E+12,-295.954,116.493395,39.728804,23.1,8.63,51,344.34,,62,3121,2321,3619,8000001,7,8,-102,-74,15,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1194,1.70E+12,1.70E+12,-297.155,116.493395,39.728806,23.2,8.63,51,344.34,,63,3122,2321,3619,8000001,7,8,-102,-75,16,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1195,1.70E+12,1.70E+12,-293.496,116.493394,39.728808,23.1,8.63,51,344.34,,64,3123,2321,3619,8000001,7,8,-101,-74,16,0,5,-101,55140,47,4264,QPSK,normal,SPAT
1196,1.70E+12,1.70E+12,-291.309,116.493393,39.72881,23.1,8.63,51,344.34,,65,3124,2321,3619,8000001,7,8,-103,-76,15,0,5,-103,55140,47,4264,QPSK,normal,SPAT
1197,1.70E+12,1.70E+12,-293.969,116.493392,39.728812,23.2,8.63,51,344.34,,66,3125,2321,3619,8000001,7,8,-104,-77,15,0,5,-104,55140,47,4264,QPSK,normal,SPAT
1198,1.70E+12,1.70E+12,-289.875,116.493391,39.728814,23.1,8.63,51,344.34,,67,3126,2321,3619,8000001,7,8,-103,-76,13,0,5,-103,55140,47,4264,QPSK,normal,SPAT
1199,1.70E+12,1.70E+12,-292.697,116.49339,39.728816,23.2,8.63,51,344.34,,68,3127,2321,3619,8000001,7,8,-102,-75,16,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1200,1.70E+12,1.70E+12,-298.425,116.49339,39.728817,23.1,8.63,51,344.34,,69,3128,2321,3619,8000001,7,8,-104,-76,10,0,5,-104,55140,47,4264,QPSK,normal,SPAT
1201,1.70E+12,1.70E+12,-295.328,116.493389,39.728819,23.1,8.63,51,344.34,797A687523323439,70,3129,2321,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,normal,SPAT
1202,1.70E+12,1.70E+12,-296.479,116.493388,39.728821,23.1,8.63,51,344.34,,71,3130,2321,3619,8000001,7,8,-103,-76,15,0,5,-103,55140,47,4264,QPSK,normal,SPAT
1203,1.70E+12,1.70E+12,-292.604,116.493387,39.728823,23.1,8.63,51,344.34,,72,3131,2321,3619,8000001,7,8,-101,-74,15,0,5,-101,55140,47,4264,QPSK,normal,SPAT
1204,1.70E+12,1.70E+12,-289.441,116.493387,39.728825,23.1,8.63,51,344.34,,73,3132,2321,3619,8000001,7,8,-101,-74,14,0,5,-101,55140,47,4264,QPSK,normal,SPAT
1205,1.70E+12,1.70E+12,-292.341,116.493386,39.728827,23.1,8.63,51,344.34,,74,3133,2321,3619,8000001,7,8,-102,-75,15,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1206,1.70E+12,1.70E+12,-296.749,116.493385,39.728829,23.1,8.63,51,344.34,,75,3134,2321,3619,8000001,7,8,-102,-75,16,0,5,-102,55140,47,4264,QPSK,normal,SPAT
1207,1.70E+12,1.70E+12,-291.797,116.493384,39.728831,23.1,8.63,51,344.34,,76,3135,2321,3619,8000001,7,8,-103,-76,16,0,5,-103,55140,47,4264,QPSK,normal,SPAT
